id;abstract
307;"OBJECTIVE: To investigate excess mortality during the COVID-19 pandemic and its spatial distribution in Pernambuco, Brazil. METHODS: This was an ecological, descriptive and analytical study of deaths, by municipality, recorded on the Mortality Information System, in 2020 and 2021. Excess mortality was measured by comparing observed and expected deaths, the latter estimated by calculating standardized mortality ratio (SMR). SMR and respective confidence intervals (95%CI) were calculated. Spatial analysis was performed by calculating the Global and Local Moran Index. RESULTS: Excess mortality was 20.6% and 27.5%, respectively, in 2020 and 2021, with positive spatial correlation (p-value < 0.05). More populous municipalities (2020: SMR = 1.26; 95%CI 1.24;1.27 and 2021: SMR = 1.34; 95%CI 1.32;1.34), more developed municipalities (2020: SMR = 1.43; 95%CI 1.41;1.44 and 2021: SMR = 1.51;95%CI 1.50;1.53) and municipalities in the Sertão region (2020:SMR = 1.31;95%CI 1.30;1.33 and 2021: SMR = 1.44; 95%CI 1.42;1.46) showed greater excess deaths. CONCLUSION: Excess mortality coincided with peak periods of COVID-19 transmission."
308;"OBJECTIVE: To analyze the temporal trend of completeness and consistency of data on notifications of violence against indigenous women in the health macro-region of Dourados, state of Mato Grosso do Sul, Brazil, between 2009 and 2020. METHODS: An ecological time series study was conducted using data from the Notifiable Health Conditions Information System; Prais-Winsten regression was used to analyze the trend of data completeness and consistency, as well as the proportion of completed and coherent fields. RESULTS: A total of 2,630 cases were reported; completeness was found to be very poor in the variable ""occupation"" (48.9%) and poor in the variables ""schooling"" (68.3%) and ""time of occurrence"" (67.9%); in the analysis of temporal trends, only the variable ""occupation"" showed a decreasing trend (p = 0.045). CONCLUSION: The data analyzed demonstrated the need for improvement in the completeness of the variables ""schooling"", ""occupation"" and ""time of occurrence"" of the violent act. MAIN RESULTS: There was a progressive increase in notifications over the years. Most of the variables showed regular or excellent completeness and consistency. In the analysis of temporal trend, only the ""occupation"" variable showed a decreasing trend. IMPLICATIONS FOR SERVICES: Care for victims of violence is part of the daily routine of health services, and it is essential for health professionals to provide adequate compulsory notification for a comprehensive understanding of the victims' profile, thus assisting in addressing this issue. PERSPECTIVES: Further studies are needed to understand the factors associated with violence against indigenous women, which could help the development of health promotion actions and violence prevention strategies targeting these women."
309;"OBJECTIVE: To estimate vaccination coverage in children born between 2017-2018, living in urban areas of state capitals, the Federal District and 12 inland municipalities in Brazil, and to identify associated factors. METHODS: This was a household survey conducted between 2020-2022, among children up to 24 months old. Vaccination coverage was estimated according to family, maternal and child characteristics. RESULTS: Among the 37,801 children in the sample, complete coverage (doses administered) was 60.1% (95%CI 58.6;61.6) and 6.1% (95%CI 5.4;7.0) had not received any vaccines. Coverage was lower among children of mothers with lower level of education (OR = 0.70; 95%CI 0.54;0.90) and in those who experienced delays in receiving any vaccine by 6 months old (OR = 0.28; 95%CI 0.24;0.32). CONCLUSION: Vaccination coverage is below the expected levels. Effective communication strategies are needed to reinforce the importance of routine vaccination, prevent delays and abandonment of the vaccination schedule, in order to recover the high coverage levels achieved in past decades."
310;"OBJECTIVE: To assess the epidemiological profile and trend in hospitalizations for mental and behavioral disorders due to alcohol and other psychoactive substance use among Brazilian adolescents, between 2017 and 2022. METHODS: This was a time-series study using data from the Hospital Information System of the Brazilian National Health System; the trend analysis was performed by estimating the annual percentage change (APC) of hospitalization rates per 100,000 inhabitants and respective confidence intervals (95%CI), using the Prais-Winsten method. RESULTS: A total of 29,991 hospitalizations were recorded in the study period, with a decreasing trend observed, from 16.18/100,000 inhabitants in 2017 to 13.72/100,000 inhab. in 2022 (percent change of -2.65%; 95%CI -4.47;-0.80), a greater decline was found in males (-3.48%; 95%CI -5.20;-1.72), in the age group of 15 to 19 years (-2.79%; 95%CI -4.49;-1.06), in the South (-3.29%; 95%CI -5.37;-1.16) and Midwest (-3.64%; 95%CI -5.75;-1.49) regions of the country. CONCLUSION: Hospitalizations showed a decreasing trend in the study period, with sociodemographic disparities."
311;"OBJECTIVE: To estimate hepatitis A vaccination coverage in 24-month-old children and identify factors associated with non-vaccination. METHODS: This was a survey involving a sample stratified by socioeconomic strata in capital cities (2020-2022), with coverage estimates and 95% confidence intervals (95%CI), the factor analysis was performed using the prevalence ratio (PR) by means of Poisson regression. RESULTS: Among 31,001 children, hepatitis A coverage was 88.1% (95%CI 86.8;89.2). Regarding socioeconomic strata (A/B), the variable immigrant parents/guardians was associated with non-vaccination (PR = 1.91; 95%CI 1.09;3.37); in strata C/D, children of Asian race/skin color (PR = 4.69; 95%CI 2.30;9.57), fourth-born child or later (PR = 1.68; 95%CI 1.06;2 .66), not attending daycare/nursery (PR = 1.67; 95%CI 1.24;2.24) and mother with paid work (PR = 1.42; 95%CI 1.16;1.74) were associated with non-vaccination. CONCLUSION: Hepatitis A coverage was below the target (95%), suggesting that specificities of social strata should be taken into consideration. MAIN RESULTS: Hepatitis A vaccination coverage was 88%. Non-vaccination was greater in children with immigrant guardians (strata A/B); of Asian race/skin color, fourth-born child or later, those not attending daycare/nursery and mother with paid work (C/D strata). IMPLICATIONS FOR SERVICES: The results of this study contributed to the Ministry of Health and Health Departments in monitoring vaccination coverage and identifying factors that may negatively impact hepatitis A vaccination coverage. PERSPECTIVES: Further research is needed on the impact of migration on hepatitis A vaccination and vaccination in general. Health managers should be attentive to the different factors affecting vaccination among social strata."
312;OBJECTIVE: To analyze bed demand and occupancy within the Brazilian National Health System (Sistema Único de Saúde - SUS) for the main types of cancer in Brazil, from 2018 to 2021. METHODS: This was a descriptive cross-sectional study, using data from the Hospital Information System. Queuing theory model was used for calculating average admission rate, average hospitalization rate, probability of overload, and average number of people in the queue. RESULTS: The Southeast and South regions showed the highest average hospitalization rates, while the North region showed the lowest rates. The Southeast region presented a high probability of surgical bed overload, especially in the states of São Paulo (99.0%), Minas Gerais (97.0%) and Rio de Janeiro (97.0%). São Paulo state showed an overload above 95.0% in all types of beds analyzed. CONCLUSION: There was a high probability of oncology bed occupancy within the Brazilian National Health System, especially surgical and medical beds, and regional disparities in bed overload. MAIN RESULTS: The study found a high demand for hospital admissions to oncological bed in the Southeast region and a high probability of system overload in the states of the Southeast and Northeast regions of Brazil, thus highlighting the inequities in access to healthcare services in the country. IMPLICATIONS FOR SERVICES: This study presents a methodology for the improved allocation of resources and management of surgical and medical bed flows in areas with the highest bed overload and regions with low service availability. PERSPECTIVES: It is necessary to promote public policies that ensure the equitable supply of beds for oncological treatment within the SUS, especially in states with bed overload and healthcare service gaps.
313;"OBJECTIVES: To analyze factors associated with delayed initiation of breast cancer treatment at an oncology referral center in Juiz de Fora, Minas Gerais state, between 2010 and 2019. METHODS: This was a cohort study using data from the Hospital-based Cancer Registry. The probability of not starting treatment within 60 days, in accordance with Brazilian law, was estimated using Kaplan-Meier, method and its association with the factors studied was assessed using the Cox model, presenting hazard ratios (HR) and respective 95% confidence intervals (95%CI). RESULTS: Among the 911 participants, the probability of delayed treatment initiation was 18.8% (95%CI 16.4;21.5). Those who underwent treatment at a health service other than the one where the cancer was diagnosed had a significantly higher risk (HR: 3.49; 95%CI 3.00;4.07). CONCLUSION: Receiving a diagnosis and treatment at the same institution may help reduce waiting time to initiate cancer treatment. MAIN RESULTS: The probability of study participants not initiating treatment within 60 days was 18.8%. Undergoing treatment at a healthcare service other than the one where the diagnosis was made was the main factor associated with delay. IMPLICATIONS FOR SERVICES: Organizing healthcare services based on strategies that optimize referral flows and avoid transitions of care, can be crucial in reducing the time to initiation of breast cancer treatment. PERSPECTIVES: It is essential to improve the workflows at the different stages of health care to ensure timely initiation of oncological treatment."
314;"OBJECTIVE: To describe vaccination coverage and hesitation for the basic children's schedule in Belo Horizonte and Sete Lagoas, Minas Gerais state, Brazil. METHODS: Population-based epidemiological surveys performed from 2020 to 2022, which estimated vaccine coverage by type of immunobiological product and full schedule (valid and ministered doses), according to socioeconomic strata; and reasons for vaccination hesitancy. RESULTS: Overall coverage with valid doses and vaccination hesitancy for at least one vaccine were, respectively, 50.2% (95%CI 44.1;56.2) and 1.6% (95%CI 0.9;2.7), in Belo Horizonte (n = 1,866), and 64.9% (95%CI 56.9;72.1) and 1.0% (95%CI 0.3;2.8), in Sete Lagoas (n = 451), with differences between socioeconomic strata. Fear of severe reactions was the main reason for vaccination hesitancy. CONCLUSION: Coverage was identified as being below recommended levels for most vaccines. Disinformation should be combated in order to avoid vaccination hesitancy. There is a pressing need to recover coverages, considering public health service access and socioeconomic disparities. MAIN RESULTS: Vaccination coverage of children up to 4 years old was 50.2% in Belo Horizonte, and 64.9% in Sete Lagoas. Fear of severe reactions and believing that vaccination against eradicated diseases is unnecessary were the main reasons for vaccination hesitancy. IMPLICATIONS FOR SERVICES: Recovery of high vaccination coverage among children, considering public health service access conditions and socioeconomic inequities. Acting on reasons for hesitancy that can assist in targeting actions. PERSPECTIVES: The multifactorial context of vaccination hesitancy demands the development of health education strategies to raise awareness about child immunization."
315;"OBJECTIVE: To assess factors associated with hospital self-discharge of patients with tuberculosis in the state of Rio de Janeiro, Brazil, 2011-2018. METHODS: This was a retrospective cohort study in a referral hospital. Clinical and epidemiological characteristics were compared according to hospitalization outcome (self-discharge, formal discharge, or death). Hazard ratios (HR) with 95% confidence intervals (95%CI) for the association of self-discharge with explanatory variables were estimated using Cox regression. RESULTS: Of the 1429 hospitalizations, 10.4% ended in self-discharge. Female sex (HR = 1.47; 95%CI 1.03;2.11), age ≤ 42 years (HR = 2.01; 95%CI 1.38; 2.93), substance use (HR = 1.62; 95%CI 1.12; 2.34), hospitalization after treatment dropout (HR = 2.04; 95%CI 1.37; 3.04), and homelessness (HR = 2.5; 95%CI 1.69; 3.69) were associated with self-discharge. CONCLUSION: Patients with social vulnerability require more careful monitoring during hospitalization. MAIN RESULTS: Homeless people, illicit drug use, female sex and history of dropout from previous treatment showed association with hospital self-discharge in patients with tuberculosis admitted to a reference hospital in the state of Rio de Janeiro. IMPLICATIONS FOR SERVICES: Need for more comprehensive support for vulnerable patients, in addition to promoting treatment adherence and training health professionals to deal with the complex psychosocial issues related to tuberculosis. PERSPECTIVES: It is crucial to develop public policies that consider social factors in tuberculosis management, as well as promoting cooperation and multisectoral approaches to address both tuberculosis and underlying social issues."
316;"OBJECTIVE: To characterize the use of private services in infant vaccination and assess vaccination coverage according to the service used. METHODS: : This was a national vaccination survey conducted in 2020 that estimated the use of private vaccination services and vaccination coverage among infants residing in state capitals and 12 inland municipalities. RESULTS: : Of the 37,801 participants, 25.1% (95%CI 23.2;27.2) used private services at least once, with higher proportions in capitals, larger cities and in the South and Southeast regions. Socioeconomic and demographic differences were identified among families, based on the service used. The coverage for the set of vaccines administered up to 24 months was 60.3% (95%CI 58.6;62.0) in the public service and 59.5% (95%CI 55.9;63.0) in private services, and up-to-date vaccines, 10.3% (95%CI 9.1;11.6) and 9.4% (95%CI 7.4;11.8), respectively. CONCLUSION: The use of private services was frequent, with low coverage for the set of vaccines, regardless of the type of service used, especially for up-to-date vaccines."
317;"OBJECTIVE: To evaluate vaccination coverage and delay in vaccine dose administration in infants in six municipalities in the Southern region of Brazil. METHODOLOGY: National Vaccination Coverage Survey 2020, with infants born alive in 2017 and 2018, carried out from September 2020 to March 2022. Coverage of doses administered, doses administered on time and delay in dose administration were evaluated. RESULTS: For 4681 infants analyzed, coverage for vaccines recommended up to 24 months was 68.0% (95%CI 63.9;71.8%) for doses administered and 3.9% (95%CI 2.7%;5.7%) for doses administered on time. Delay time for the majority of late vaccinations was ≤ 3 months. For some boosters, 25% of vaccine administration was delayed by ≥ 6 months. CONCLUSION: In addition to tracking vaccine defaulters, strategies are needed to encourage compliance with the vaccination schedule at the recommended ages. MAIN RESULTS: Vaccination coverage for the set of vaccines recommended up to 24 months was 68.0% and 3.9% for on-time doses. Delay time for some doses exceeded six months in up to 25% of infants with delayed vaccination. IMPLICATIONS FOR SERVICES: Monitoring vaccine administration at the recommended ages is necessary, with the adoption of strategies that reinforce routine vaccination to prevent vaccination delays and abandonment. PERSPECTIVES: Primary care in surveillance and care for infants needs to reinforce actions to ensure timely vaccination. Studies to deepen knowledge of vaccination delay, determinants and strategies for their reduction are necessary."
318;"OBJECTIVE: To describe timely vaccination completion and obstacles in the first 24 months of life in Brazil, examining associations with maternal race/skin color. METHODS: Study participants were 37,801 children born in 2017 and 2018 included in the National Immunization Coverage Survey. We calculated prevalence and 95% confidence intervals for timely vaccine completeness and obstacles at 5, 12 and 24 months of life, according to maternal race/skin color. Associations were analyzed using logistic regression. RESULTS: 7.2% (95%CI 6.3;8.2) of mothers faced difficulties in taking their children to be vaccinated, and 23.4% (95%CI 21.7;25.1) were not vaccinated when taken. These proportions were 75% (95%CI 1.25;2.45) and 97% (95%CI 1.57;2.48) higher, respectively, among Black mothers. At least one vaccination was delayed among 49.9% (95%CI 47.8;51.9) and 61.1% (95%CI 59.2;63.0) of children by 5 and 12 months, respectively. These rates were higher among Black/mixed race mothers. CONCLUSION: There are racial inequalities in both the obstacles faced and in vaccination rates in Brazil. MAIN RESULTS: Marked racial inequalities were found in the obstacles to vaccination of children under 24 months in Brazil and to timely vaccination at 5 months and in the first year of life. IMPLICATIONS FOR SERVICES: Racial inequalities in the occurrence of vaccination shortcomings in health services, in the objective restrictions faced by families in taking their children to vaccination centers and in incomplete vaccination in a timely manner need to be addressed by the Brazilian National Health System. PERSPECTIVES: Equal public policies to address barriers to vaccination and qualification of health services need to be implemented. Studies need to deepen understanding of the structural determinants that lead to racial disparities."
319;"OBJECTIVE: To validate the Brazilian National Health System Hospital Information System (SIH/SUS) for maternal morbidity surveillance. METHODS: This was a cross-sectional study conducted in 2021/2022, taking as its reference a national study on maternal morbidity (MMG) conducted in 50 public and 28 private hospitals; we compared SIH/SUS and MMG data for hospitalization frequency, reason and type of discharge and calculated sensitivity, specificity, positive and negative likelihood ratios for seven diagnoses and four procedures. RESULTS: Hospitalizations identified on SIH/SUS (32,212) corresponded to 95.1% of hospitalizations assessed by MMG (33,867), with lower recording on SIH/SUS (85.5%) for private hospitals [10,036 (SIH/SUS)]; 11,742 (MMG)]; compared to MMG, SIH/SUS had a lower proportion of hospitalizations due to ""complications during pregnancy"" (9.7% versus 16.5%) as well as under-recording of all diagnoses and procedures assessed, except ""ectopic pregnancy"". CONCLUSION: Better recording of diagnoses and procedures on SIH/SUS is essential for its use in maternal morbidity surveillance."
320;"OBJECTIVE: To identify dietary patterns and analyze factors associated with the consumption profile of socially vulnerable children, Maceió, state of Alagoas, Brazil, August 2019 to December 2021. METHODS: This was a cross-sectional study; sociodemographic, anthropometric and food consumption variables were collected, factor analysis was used to identify dietary patterns; associations were analyzed using Poisson regression. RESULTS: Among the 567 children studied, two dietary patterns were identified, healthy and unhealthy; age ≥ 24 months (PR = 2.75; 95%CI 1.83;4.14), male gender (PR = 0.66; 95%CI 0.49;0.87) and maternal schooling ≤ 9 years (PR = 0.61; 95%CI 0.46;0.81) was higher in the healthy pattern; the unhealthy pattern was associated with age ≥ 24 months (PR = 1.02; 95%CI 1.01;1.03) and male gender (PR = 1.46; 95%CI 1.08;1.98). CONCLUSION: The healthy pattern was more frequent in children aged ≥ 24 months, less frequent in male children and mothers with low level of schooling; children aged ≥ 24 months and males showed a higher prevalence of the unhealthy pattern. MAIN RESULTS: Two dietary patterns were defined, healthy and ""unhealthy"", which were associated with male gender, age ≥ 24 months and maternal schooling ≤ 9 years of study. IMPLICATIONS FOR SERVICES: The study data can assist health professionals dedicated to primary healthcare services, such as nutritionists, in planning interventions to promote healthy eating habits aimed at children. PERSPECTIVES: Prospective studies with these populations are necessary to assess the causality of the associations found in this study, aiming to plan more effective public health actions."
321;"OBJECTIVE: To estimate vaccination coverage, identify barriers and hesitancy to vaccinating children up to 24 months, born between 2017-2018, living in the urban area of Rio Branco, Acre, Brazil. METHODS: Population survey carried out from 2020 to 2021, which assessed sociodemographic characteristics and vaccination status among children. RESULTS: Among 451 included children, vaccination coverage was below 80%. Meningococcal C vaccine had the lowest coverage for administered doses (76.3%; 95%CI 70.5;81.3) and doses on time (27.4%; 95%CI 23.1;32.1). The statements ""vaccines cause serious adverse reactions"" (26.4%; 95%CI 18.1;36.8) and ""you don't need vaccination for diseases that no longer exist"" (22%; 95%CI 15.7;29.8) were the most frequent regarding vaccination hesitancy. Lack of vaccines was the main barrier to care (86.6%; 95%CI 71.8;94.3). CONCLUSION: Vaccination coverage in children born in 2017-2018 was below the target recommended for the full schedule of administered doses, both valid and timely administered."
322;"OBJECTIVE: To estimate vaccination coverage and analyze sociodemographic factors associated with non-vaccination in children born in 2017 and 2018 in the state capitals of Northeast Brazil. METHODS: A household survey using cluster sampling was conducted from 2020-2022 to estimate vaccination coverage and hesitancy. Factors associated with non-vaccination were analyzed using logistic regression to calculate Odds Ratios (OR) and their Confidence Intervals (95%CI). RESULTS: Natal was the capital with the lowest vaccination coverage, below 75.0% for most immunizers. Teresina had rates equal to or greater than 90.0% for all vaccines. Among those interviewed, 99.1% (95%CI 98.9;99.3) believe that vaccines are important for health; 95.4% (95%CI 95.0;95.8) trust immunobiologicals and 79.6% (95%CI% 78.8;80.3) are not afraid of reactions. Belonging to the highest socioeconomic stratum (adjusted OR: 1.34 - 95%CI 1.20;1.50) was as a factor associated with non-vaccination. CONCLUSION: Low coverage highlights the need for a better understanding of regional specificities and social inequalities."
323;"OBJECTIVE: To analyze full vaccination coverage in live births in 2017 and 2018 in the capitals of the Midwest region of Brazil, according to social strata. METHODS: Population-based household survey with cluster sampling. Full coverage in children at 12 and 24 months of age and sociodemographic factors were analyzed. RESULTS: 5,715 children were analyzed. Full coverage at 12 months of age was 67.9% (95%CI 65.4;70.4), while at 24 months it was 48.2% (95%CI 45.3;51.1). Pneumococcal vaccine had the highest vaccination coverage (91.3%), while the second dose of rotavirus vaccine had the lowest (74.2%). In Campo Grande, no vaccine reached coverage above 90%, with BCG (82.9%) and hepatitis B (82.1%) standing out. Campo Grande and Brasília had the worst vaccination coverage in the high social stratum (24 months of age). CONCLUSION: Vaccination coverage in the Midwest was below 80%, falling short of the recommended target and associated with socioeconomic factors."
324;"OBJECTIVE: To analyze the reliability of records held on the National Immunization Program Information System (SI-PNI) in a subsample of children included in the national vaccination coverage survey in Brazilian state capitals and Federal District in 2020. METHODS: This was a study of agreement between data recorded on vaccination cards (doses and dates) and on the SI-PNI for 4050 children with full coverage at 24 months. RESULTS: Data on 3587 children were held on the SI-PNI, with losses of 11% (95%CI: 10;12). Total agreement between doses and dates in the two sources was 86% (95%CI: 86;87), however taking each dose and vaccine individually, variation was greater, with 32% of data in only one source. CONCLUSION: Part of the information was not recorded, but the discrepancy can be considered small. Nonetheless, underrecording of doses and children can compromise vaccination coverage estimates, altering the numerator and denominator data. MAIN RESULTS: Subsample of 4,050 children, among those completing the full schedule at 24 months studied in the national survey, 11% had not been recorded on the SI-PNI, 32% had unrecorded doses (doses or dates) and there was 8% disagreement between vaccination cards and SI-PNI records. IMPLICATIONS FOR SERVICES: Recognizing the difficulties faced by the SI-PNI and the discrepancies between sources is essential for adopting initiatives to improve data quality, so as to avoid inaccurate estimates of childhood vaccination coverage. PERSPECTIVES: This study is expected to contribute to improving the quality of records and the usability of data for monitoring vaccination coverage of the immunization program from the local to the national level."
325;"OBJECTIVE: To analyze vaccination coverage according to social strata in children up to 24 months old, living in the municipality of Londrina (PR), Brazil. METHODS: This was a population-based survey conducted between 2021 and 2022, in which vaccination coverage and sociodemographic aspects of mothers and families were evaluated using Pearson's chi-square test. RESULTS: In a sample of 456 children, complete vaccination coverage varied according to social strata, being 36.0% (95%CI 26.8;57.8); in stratum A; 59.5% (95%CI 26.1;86); in stratum B; 66.2% (95%CI 51.7;78.1); in stratum C; and 70.0% (95%CI 56.1;81.0) in stratum D. CONCLUSION: The analysis of vaccination coverage indicated that social stratum A is at highest risk for vaccine-preventable diseases. MAIN RESULTS: The results of the study showed low full vaccination coverage in children up to 24 months of age in Londrina, being higher in the less financially advantaged social stratum, compared to the most advantaged. IMPLICATIONS FOR SERVICES: The results found can support the qualification of the immunization program and enable, based on planning and ongoing health education, the definition of unique strategies to improve vaccination coverage. PERSPECTIVES: Future perspectives point to the importance of carrying out investigations into the challenges inherent to vaccination, as well as qualitative and quantitative research addressing health professionals to better understand the data."
326;"OBJECTIVE: To investigate factors associated with tuberculosis deaths in Mato Grosso state, Brazil, from 2011 to 2020. METHODS: Retrospective cohort study with data obtained from the Notifiable Health Conditions Information System and the Mortality Information System. Deaths were qualified using probabilistic linkage and analyzed using Poisson regression. RESULTS: 12,331 cases and 525 deaths were identified over 10 years. The factors associated with death were: age ≥60 years (RR: 7.70; 95%CI 1.91;31.04), incomplete elementary and high school education (RR: 3.66; 95%CI 1.34;9.96), illiteracy (RR: 4.50; 95%CI 1.60;12.66), homeless population (RR: 2.41; 95%CI 1.34;4.35), alcohol use (RR: 1.45; 95%CI 1.04;2.02), male sex (RR: 1.48; 95%CI 1.04;2.09) and tobacco use (RR: 1.32; 95%CI 0.98;1.77). Laboratory confirmation was a protective factor. CONCLUSION: Risk of death was higher in men over 60 years old, with low education levels, in vulnerable situations, and who used alcohol/tobacco."
327;
328;"OBJECTIVE: To analyze trends in epidemiological risk of leprosy in Goiás state, Brazil, and its health macro-regions, between 2010 and 2021. METHOD: This is a time series analysis of the composite leprosy epidemiological risk index in Goiás. We used cases held on the Notifiable Health Conditions Information System for calculating indicators separately and risk, classified as high, medium, low and very low. Trends were analyzed using Prais-Winsten linear regression and risk maps were produced. RESULTS: Goiás showed high leprosy endemicity (24.8 cases/100,000 inhabitants) and medium epidemiological risk between 2019 and 2021 (0.58). A stationary trend was found (annual percentage change, 0.50; 95% confidence interval, -3.04; 4.16) for risk of leprosy in Goiás as a whole and in its Central-West and Central-Southeast macro-regions. CONCLUSION: There is need for actions to reduce the epidemiological risk of leprosy, especially where its trend is stationary, this includes early screening for new cases and health education. MAIN RESULTS: Leprosy persists in Goiás state, Brazil, in an endemic form, with heterogeneous distribution. There has been a reduction in the number of municipalities with high epidemiological risk of leprosy, but challenges include active transmission and late diagnosis. IMPLICATIONS FOR SERVICES: Long-term strategies for prevention, early detection, treatment and monitoring of people with leprosy and their contacts are needed. PERSPECTIVES: It is crucial to strengthen health policies targeting leprosy in Goiás state, prioritizing continuing education and training programs for health professionals working in the entire territory."
329;"OBJECTIVE: To analyze the temporal trend and the spatial distribution of reported cases of sexual violence against male children and adolescents, and their relationship with municipal development in Brazil. METHODS: This is an ecological study with data from the Notifiable Health Conditions Information System and the Municipal Human Development Indexes (MHDIs), from 2013-2022. Prais-Winsten regression was used for temporal analysis and the Moran Index for spatial analysis. RESULTS: There were 39,967 reports of sexual violence against male children and adolescents. An increasing trend was found for Brazil as a whole (annual percentage change = 6.8; 95%CI 3.8;10.0). Spatial distribution showed direct correlation between high rates of violence and low MHDIs (p < 0.001). CONCLUSION: We found a rising temporal trend in Brazil and spatial dependence of the rates of reported sexual violence in the municipalities. MAIN RESULTS: The trend of reported cases of sexual violence against male children and adolescents was rising in Brazil. The spatial analysis showed a direct correlation between high rates of violence and low human development indexes. IMPLICATIONS FOR SERVICES: The identification of underreported areas requires the structuring of health surveillance services. Territories with the highest number of reports require prevention and coping strategies to attend to these victims. PERSPECTIVES: Strategies for prevention, coping and improvement of the surveillance process must be adopted. These include: reception, psychosocial support, comprehensive health care and training of health professionals to notify and report the problem."
330;"OBJECTIVE: To describe the methods for requesting, extracting data, processing and analyzing the consistency of anthropometric and food consumption data of adolescents monitored by Sisvan Web. METHODS: Methodological study with individualized data from Sisvan web between 2008 and 2018. The modules of anthropometry and consumption, made available by the Ministry of Health, had a unique identifier for linkages. Implausible values and individuals outside the age range were excluded. Consistency analyses, with corrections for imputations and descriptive statistics, were performed using Stata 16.0 software. RESULTS: A database was obtained with 18,812,232 observations of anthropometric data between 2008 and 2018 and 440,534 records of food consumption between 2015 and 2018; after merging the banks, 64,976 observations were obtained. CONCLUSION: The combination of anthropometry and food consumption databases made it possible to link individual adolescent data and build a database with information for future analyzes relating to the dietary and nutritional profile of the same individual. MAIN RESULTS: The proposal for processing individual data from the Food and Nutrition Surveillance System (Sisvan Web) generated 18 million observations for anthropometric data and 65,000 observations after merging the anthropometry and food consumption databases. IMPLICATIONS FOR SERVICES: This work will enable replication of the methodology for processing data available in Sisvan Web, allowing for enhanced analyzes by healthcare teams and researchers in the field of public health. PERSPECTIVES: It is expected that these procedures will assist researchers, managers and healthcare professionals in handling and analyzing the information generated by Sisvan Web."
331;"OBJECTIVE: To analyze the trend in mortality from mental and behavioral disorders due to alcohol use in Brazil, 2010-2021. METHODS: This was an time series study using Mortality Information System data. Annual percentage change (APC) and 95% confidence intervals (95% CI) were calculated using Prais-Winsten linear regression. RESULTS: Mortality showed a stationary trend for Brazil as a whole (APC = 0.6; 95%CI -4.2;3.0), a falling trend in individuals aged 20-29 years in the South (APC = -7.4; 95%CI -10.0;-4.3) and Northeast (APC = -3.4; 95%CI -6.4;-0.4) regions, in people aged 30-39 in the Midwest region (APC = -3,8; 95%CI -7.4;-0.1) and 40-49 in the South (APC = -2.1; 95%CI -3.8;-0.4), North (APC = -3.1; 95%CI -5.7;-0.5) and Midwest (APC = -2.9; 95%CI -5.5;-0.3) regions. CONCLUSION: Mortality from mental and behavioral disorders due to alcohol use showed a stationary trend nationally and a falling trend in some age groups regionally."
332;"OBJECTIVE: To assess the prevalence and factors associated with poor self-rated health according to respondents' sex in Manaus, Brazil. METHODS: This was a cross-sectional population-based study with adults in Manaus in 2019. Adjusted prevalence ratios and 95% confidence intervals (95%CI) were calculated using Poisson regression following a hierarchical model. RESULTS: Poor self-rated health occurred in 35.2% (95%CI 33.3;37.2) of the 2,321 participants and was higher in females (PR = 1.27; 95%CI 1.13;1.43). In the general population, among both sexes, poor self-rated health was higher among the oldest, those with moderate and severe food insecurity and with chronic diseases (p-value < 0.05). Among females, poor health was also higher among the evangelical and those with mild food insecurity. Among males, self-rated health was also poorer among the retired and those with education below elementary level (p-value < 0.001). CONCLUSION: The female sex had the poorest health rating, influenced by morbidity and access to food."
333;"OBJECTIVE: to analyze the vaccine effectiveness in preventing deaths attributed to severe acute respiratory syndrome due to COVID-19 (SARS/COVID-19) in adults and the elderly, in Blumenau, state of Santa Catarina, Brazil, 2021. this was a population-based study conducted among individuals aged 20 years and older hospitalized with SARS/COVID-19; each death due to SARS/COVID-19 was considered a ""case"", and every survivor was considered a ""control""; the association between vaccination status and the outcome of ""death"" was estimated using logistic regression, and vaccine effectiveness was estimated as (1-OR)*100. The study included 1,756 cases of SARS/COVID-19 (59.2% male, mean age of 56 years, 50.4% with elementary education, 68.4% with comorbidities and 39.1% in intensive care), of whom 398 died (cases) and 1,358 survived (controls); vaccine effectiveness was 74% and 85% (20-59 years old) and 72% and 75% (≥ 60 years old), respectively, for those who were partially vaccinated and fully vaccinated. CONCLUSION: vaccines proved to be effective in reducing case fatality ratio due to SARS/COVID-19 in individuals ≥ 20 years old."
